Method  Vowels  Characters  Milliseconds

withIf	446443	1573048	104729595
withIf	446443	1573048	81965799
withIf	446443	1573048	79430734
withIf	446443	1573048	80566927
withIf	446443	1573048	80873992
withIf	446443	1573048	79720796
withIf	446443	1573048	80459054
withIf	446443	1573048	80203097
withIf	446443	1573048	81150333
withIf	446443	1573048	79657948
withIndex	446443	1573048	144162815
withIndex	446443	1573048	138872112
withIndex	446443	1573048	139134458
withIndex	446443	1573048	140083987
withIndex	446443	1573048	142307104
withIndex	446443	1573048	139024616
withIndex	446443	1573048	139394218
withIndex	446443	1573048	140073428
withIndex	446443	1573048	139090773
withIndex	446443	1573048	137532753
withBinarySearch	446443	1573048	156468754
withBinarySearch	446443	1573048	151522114
withBinarySearch	446443	1573048	158132671
withBinarySearch	446443	1573048	156374553
withBinarySearch	446443	1573048	150755355
withBinarySearch	446443	1573048	150895703
withBinarySearch	446443	1573048	157376604
withBinarySearch	446443	1573048	154627776
withBinarySearch	446443	1573048	155989166
withBinarySearch	446443	1573048	155511611
withRegExp	446443	1573048	146197623
withRegExp	446443	1573048	145882924
withRegExp	446443	1573048	150241413
withRegExp	446443	1573048	146265571
withRegExp	446443	1573048	148641743
withRegExp	446443	1573048	147903805
withRegExp	446443	1573048	151789538
withRegExp	446443	1573048	146107584
withRegExp	446443	1573048	147476354
withRegExp	446443	1573048	147269871
